
V-16	cdc	cdc	updates	updates		
V-16	heart attack	heart attack	ldl cholesterol	ldl cholesterol	patients “fell within recommended targets for	
V-16	meat	meat	cancer	cancer	consumption “were adhered to, sure,	
V-16	risk	risk	diabetes	diabetes	of heart attacks and	
V-16	cancer	cancer	prostate cancer	prostate cancer	cell growth.now this was for	
V-16	poultry	poultry	eggs	eggs	—and	
V-16	meat	meat	steak	steak	/day–like a	
V-16	updates	updates	death	death	the leading causes of	
V-16	meat industry	meat industry	food safety	food safety	to become even more complacent about	
V-16	plant-based diets	plant-based diets	prostate	prostate	appear to reverse the progression of	
V-16	igf-1	igf-1	blood	blood	in their	
V-16	virus	virus	poultry	poultry	in	
V-16	dopamine	dopamine	plants	plants	and all sorts of human neurotransmitters in	
V-16	treatment	treatment	anxiety	anxiety	of social	
V-16	raw	raw	meats	meats		
V-16	poultry	poultry	raw	raw	microbiologist said: “	
V-16	saturated fat	saturated fat	cheese	cheese	intake” (which in this country comes mostly from	
V-16	cooking	cooking	boiling	boiling	—they tried	
V-16	animal fat	animal fat	egg	egg	— sausage and	
V-16	diabetes	diabetes	vegans	vegans	risk.why are	
V-16	fat	fat	cheese	cheese	intake” (which in this country comes mostly from	
V-16	copd	copd	plant-based diet	plant-based diet	can be prevented with the help of a	
V-16	blood pressure	blood pressure	insulin	insulin	medications, laxatives and	
V-16	calories	calories	meat	meat	of processed	
V-16	diet	diet	blood	blood	is so toxic to	
V-16	pesticides	pesticides	disease	disease	may increase parkinson’s	
V-16	meat	meat	weight gain	weight gain	/day–like a steak, would lead to an annual	
V-16	plant-based	plant-based	fish	fish	—flexitarian, to just eating	
V-16	plant-based diet	plant-based diet	legumes	legumes	of fruits, vegetables, whole grains,	
V-16	diabetes	diabetes	death	death	and hypertension are both leading causes of	
V-16	candy	candy	sugar association	sugar association	bar companies, or the	
V-16	variety	variety	apple	apple	of	
V-16	plant-based diets	plant-based diets	cancer	cancer	appear to reverse the progression of prostate	
V-16	meat industry	meat industry	viruses	viruses	’s concerned that consumer acceptance of bacteria-eating	
V-16	fda	fda	drugs	drugs	just announced newly-mandated safety labeling for cholesterol-lowering statin	
V-16	risk	risk	vegans	vegans	of diabetes, but	
V-16	pills	pills	blood	blood	for high	
V-16	kidney	kidney	liver failure	liver failure	failure, what about	
V-16	statins	statins	energy	energy	on	
V-16	meat	meat	eggs	eggs	-eaters, and remove meat, fish, poultry—and	
V-16	diet	diet	legumes	legumes	of fruits, vegetables, whole grains,	
V-16	berries	berries	meat	meat	in	
V-16	fat	fat	mitochondria	mitochondria	shoveling enzyme inside the powerplants—the	
V-16	blood	blood	breast cancer	breast cancer	of your average woman can do to	
V-16	women	women	health	health	’s	
V-16	standard american diet	standard american diet	exercise	exercise	but had 14 years of daily strenuous, hour-long	
V-16	diet	diet	liver failure	liver failure	could be used to treat	
V-16	diet	diet	drugs	drugs	or	
V-16	meat	meat	stomach	stomach	bacteria toxins aren’t destroyed by	
V-16	plant-based	plant-based	cancer	cancer	diets appear to reverse the progression of prostate	
V-16	blood	blood	pills	pills	sugars, a couple different	
V-16	vegetarians	vegetarians	hemorrhoids	hemorrhoids	have less varicose veins to	
V-16	heart attack	heart attack	cholesterol	cholesterol	victims had quote-unquote “optimal”	
V-16	nuts	nuts	death	death	a week.yeah, heart disease, #1 cause of	
V-16	calories	calories	ham	ham	of processed meat, say a	
V-16	endocrine disrupting chemicals	endocrine disrupting chemicals	meat	meat	in	
V-16	nutrition	nutrition	united states	united states	policy in the	
V-16	plant-based diets	plant-based diets	protein	protein	their levels drop even further.and their igf-1 binding	
V-16	blood	blood	plant-based	plant-based	taken from those who ate a	
V-16	depression	depression	serotonin	serotonin	with high-content sources of	
V-16	bananas	bananas	potassium	potassium	got	
V-16	plant-based	plant-based	legumes	legumes	diet of fruits, vegetables, whole grains,	
V-16	gut	gut	vegetarian	vegetarian	without probiotics just by eating	
V-16	kidney function	kidney function	urine	urine	—meaning losing protein in your	
V-16	vegan men	vegan men	testosterone	testosterone	tend to have significantly higher	
V-16	meat	meat	bacteria	bacteria		
V-16	risk	risk	memory	memory	of brain related side effects such as	
V-16	squash	squash	anxiety	anxiety	seeds, in the treatment of social	
V-16	coca cola	coca cola	health	health	’s beverage institute for	
V-16	vegetarian	vegetarian	vegans	vegans	had significantly lower risk of diabetes, but	
V-16	inflammatory diseases	inflammatory diseases	heart disease	heart disease	such as	
V-16	squash	squash	treatment	treatment	seeds, in the	
V-16	updates	updates	united states	united states	the leading causes of death in the	
V-16	risk	risk	kidney function	kidney function	factors for declining	
V-16	mortality	mortality	disease	disease	rate from heart	
V-16	plant-based	plant-based	disease	disease	diet reduce risk of parkinson’s	
V-16	brains	brains	disease	disease	of parkinson’s	
V-16	diet	diet	fruits	fruits	of	
V-16	pcrm	pcrm	usda	usda	suing	
V-16	plant-based	plant-based	infections	infections	diet prevent systemic	
V-16	sugar	sugar	diabetes	diabetes	levels and risk of new-onset	
V-16	cooking	cooking	meat	meat	—they tried boiling	
V-16	cheese	cheese	diet	diet	and chicken), but, they say, “the western	
V-16	bacteria	bacteria	inflammation	inflammation	that can trigger	
V-16	blood pressure	blood pressure	medications	medications		
V-16	blood	blood	women	women	was drawn from those same	
V-16	drugs	drugs	mevacor	mevacor	like lipitor,	
V-16	vegetables	vegetables	pneumonia	pneumonia	can significantly improve one’s immune response to pneumococcal	
V-16	plants	plants	emphysema	emphysema	to ones diet to prevent	
V-16	kidney function	kidney function	protein	protein	—meaning losing	
V-16	diet	diet	cancer	cancer	and	
V-16	prostate	prostate	plant-based diets	plant-based diets	cancer, the reason	
V-16	calories	calories	butter	butter	found in single pat of	
V-16	plant protein	plant protein	fat	fat	or plant	
V-16	pesticides	pesticides	disease	disease	in the brains of parkinson’s	
V-16	world cancer research fund	world cancer research fund	cancer	cancer	to prevent	
V-16	fat	fat	egg	egg	— sausage and	
V-16	blood	blood	cancer	cancer	that just kind of rolls over when	
V-16	vegetarians	vegetarians	risk	risk	and meateaters—which can be a	
V-16	blood	blood	diabetes	diabetes	sugar levels and risk of new-onset	
V-16	cancer cells	cancer cells	blood	blood	pop up, or do we want	
V-16	environment	environment	meat industry	meat industry	from the slaughterhouses.it could also allow the	
V-16	meat	meat	liver	liver	with a less-than-functional	
V-16	dairy	dairy	disease	disease	products or milk” and parkinson’s	
V-16	growth hormone	growth hormone	animal products	animal products	levels one really has to move towards eliminating	
V-16	diet	diet	vegetarian	vegetarian	we knew	
V-16	plant-based	plant-based	barley	barley	living on potatoes, corn, grapes,	
V-16	heart attack	heart attack	ldl	ldl	patients “fell within recommended targets for	
V-16	pcrm	pcrm	diet	diet	’s amazing work putting a vegan	
V-16	cancer	cancer	vegan	vegan	on a	
V-16	blindness	blindness	vision	vision	and	
V-16	cola	cola	beverage	beverage	’s	
V-16	plant-based diets	plant-based diets	igf-1	igf-1	their levels drop even further.and their	
V-16	cancer	cancer	cell death	cell death	cell growth drops; and cancer	
V-16	dogs	dogs	cannibalism	cannibalism	and… little dogs, the story involves marshmallows… tinkertoys…	
V-16	vegans	vegans	kidney	kidney	appear to have better	
V-16	diet	diet	mood	mood	we knew vegetarian diets were associated with healthier	
V-16	blood	blood	standard american diet	standard american diet	from women eating the	
V-16	cancer	cancer	diet	diet	growth was because of the exercise—maybe the	
V-16	respiratory infections	respiratory infections	kale	kale	check out my video	
V-16	arteries	arteries	dairy	dairy	with another load of meat, eggs, or	
V-16	breast cancer	breast cancer	women	women	in older	
V-16	butternut squash	butternut squash	treatment	treatment	seeds, in the	
