
dump sentences\A-423_80_.txt	life	poultry	lost is	VP	[VBD, VBZ]	1
dump sentences\A-213_30_.txt	curry powder	turmeric	or	AND-CONJ	[CC]	1
dump sentences\V-709_14_.txt	meat	medications	raised without these	VP	[VBD, IN, DT]	2
dump sentences\T-511_0_.txt	brain parasites	worms	such as	IS-A	[JJ, IN]	2
dump sentences\V-578_13_.txt	antioxidants	phytonutrients	,	LIST	[,]	2
dump sentences\V-782_8_.txt	animal products	endotoxins	, which release	AND-CONJ	[,, WDT, VBP]	1
dump sentences\A-43_15_.txt	meat	animal protein	,	LIST	[,]	1
dump sentences\T-1911_10_.txt	arteries	children	of	PREP	[IN]	1
dump sentences\V-1018_20_.txt	antioxidant	can	, which	LIST	[,, WDT]	1
dump sentences\V-1125_8_.txt	juice	skim milk	with	PREP	[IN]	1
dump sentences\V-722_1_.txt	radiation	vegan diet	, just a	AND-CONJ	[,, RB, DT]	2
dump sentences\T-1445_1_.txt	prevention	diabetes	of	PREP	[IN]	2
dump sentences\A-143_20_.txt	animal foods	mushrooms	, like	LIST	[,, IN]	1
dump sentences\V-109_3_.txt	meats	fats	,	LIST	[,]	3
dump sentences\V-1249_0_.txt	carrots	corn	,	LIST	[,]	1
dump sentences\T-590_8_.txt	tofu	tempeh	,	LIST	[,]	1
dump sentences\V-116_0_.txt	physician	sunlight	was the first to publish that	VP	[VBD, DT, JJ, TO, VB, IN]	1
dump sentences\T-1352_8_.txt	fruit juices	orange juice	such as	IS-A	[JJ, IN]	2
dump sentences\V-96_47_.txt	pomegranate juice	prostate cancer	for	PREP	[IN]	4
dump sentences\V-1158_0_.txt	muscles	down	to break	PREP	[TO, VB]	1
dump sentences\A-222_0_.txt	who	egg-free	ate	VP	[VBD]	2
dump sentences\V-108_23_.txt	alternative therapy	osteoporosis	for	PREP	[IN]	2
dump sentences\V-378_11_.txt	infected	virus	with this	PREP	[IN, DT]	1
dump sentences\V-44_4_.txt	smoothie	oatmeal	, or	LIST	[,, CC]	1
dump sentences\V-102_20_.txt	beef	butter	,	LIST	[,]	1
dump sentences\V-104_3_.txt	estrogens	alcohol	, the	LIST	[,, DT]	1
dump sentences\A-190_20_.txt	fish sauce	smoked	, though	LIST	[,, IN]	2
dump sentences\V-739_2_.txt	treatment	weight loss	for	PREP	[IN]	1
dump sentences\V-574_13_.txt	cherries	plant	are a	VP	[VBP, DT]	1
dump sentences\V-424_20_.txt	over	food industry	to the	PREP	[TO, DT]	1
dump sentences\A-442_1_.txt	age-related macular degeneration	diabetes	,	LIST	[,]	2
dump sentences\T-576_1_.txt	chamomile tea	purple potatoes	,	LIST	[,]	3
dump sentences\T-1703_11_.txt	baking soda	water	to a liter of	PREP	[TO, DT, NN, IN]	2
dump sentences\V-13_39_.txt	chemo	surgery	,	LIST	[,]	3
dump sentences\T-347_5_.txt	bone mineral density	omnivores	as	PREP	[IN]	1
dump sentences\V-261_11_.txt	plant	animal fat	to	PREP	[TO]	1
dump sentences\T-904_10_.txt	dark chocolate	dried apples	,	LIST	[,]	4
dump sentences\A-294_28_.txt	brains	depressed	of	PREP	[IN]	2
dump sentences\V-132_20_.txt	chickpeas	lentils	, or	LIST	[,, CC]	7
dump sentences\V-153_15_.txt	grapes	onions	,	LIST	[,]	1
dump sentences\V-498_8_.txt	soy	pomegranates	,	LIST	[,]	2
dump sentences\V-54_13_.txt	teens	pizza	is	IS-A	[VBZ]	1
dump sentences\A-226_23_.txt	air pollution	sleep	,	LIST	[,]	4
dump sentences\T-219_15_.txt	diabetes	cancer cell growth	,	LIST	[,]	12
dump sentences\A-147_12_.txt	exercise	drug	to	PREP	[TO]	2
dump sentences\V-434_27_.txt	plant foods	risks	would outweigh the	VP	[MD, VB, DT]	2
dump sentences\V-891_3_.txt	lard	calcium	, the	LIST	[,, DT]	1
dump sentences\T-547_1_.txt	spices	turmeric	,	LIST	[,]	5
dump sentences\A-317_8_.txt	diarrhea	shortening	,	LIST	[,]	1
dump sentences\V-251_9_.txt	diabetes	dietary	,	LIST	[,]	1
dump sentences\V-472_12_.txt	incorporation	nuts	of	PREP	[IN]	1
dump sentences\V-535_3_.txt	thiamin	riboflavin	,	LIST	[,]	3
dump sentences\V-787_13_.txt	purple potatoes	potatoes	,	LIST	[,]	1
dump sentences\T-923_6_.txt	contaminated	lead	with 	PREP	[IN]	1
dump sentences\V-469_4_.txt	diabetes	dental	,	LIST	[,]	1
dump sentences\V-135_3_.txt	phytonutrient	can	, you	LIST	[,, PRP]	1
dump sentences\V-1294_29_.txt	colon	kidney	,	LIST	[,]	2
dump sentences\V-77_7_.txt	leading	dementia	to	PREP	[TO]	1
dump sentences\A-492_12_.txt	can	risk	lower the	VP	[VB, DT]	2
dump sentences\T-983_0_.txt	arteries	cholesterol	due to	ADJ	[JJ, TO]	1
dump sentences\V-413_4_.txt	asparagus	carrots	,	LIST	[,]	2
dump sentences\A-75_32_.txt	sperm counts	cholesterol	,	LIST	[,]	2
dump sentences\T-588_1_.txt	can	inflamed	get	VP	[VB]	3
dump sentences\V-871_10_.txt	cycling	green tea	,	LIST	[,]	2
dump sentences\V-423_13_.txt	lung cancer	smoking	,	LIST	[,]	4
dump sentences\V-65_17_.txt	production	fatty tissue	of	PREP	[IN]	1
dump sentences\T-1792_3_.txt	vegetables	sweet potatoes	,	LIST	[,]	1
dump sentences\V-790_2_.txt	liver	kidney disease	or	AND-CONJ	[CC]	2
dump sentences\V-193_23_.txt	roots	sweet potatoes	like	IS-A	[IN]	1
dump sentences\V-131_8_.txt	red cabbage	red onions	,	LIST	[,]	2
dump sentences\T-1357_0_.txt	produce	soy foods	or	AND-CONJ	[CC]	2
dump sentences\V-763_2_.txt	muscled	plant foods	out of the way.If you eat	PREP	[IN, IN, DT, NN, PRP, VBP]	2
dump sentences\V-385_3_.txt	hibiscus tea	treat	to	PREP	[TO]	4
dump sentences\T-1653_1_.txt	brains	mercury	due to the high levels of	ADJ	[JJ, TO, DT, JJ, NNS, IN]	1
dump sentences\V-884_12_.txt	beets	athletic	to boost your	PREP	[TO, VB, PRP$]	1
dump sentences\T-1911_27_.txt	variety	health	of	PREP	[IN]	3
dump sentences\A-105_11_.txt	symptoms	gluten	try a	VP	[VBP, DT]	1
dump sentences\A-200_15_.txt	pathogens	produce	to pollute	PREP	[TO, VB]	1
dump sentences\V-639_10_.txt	children	dog	without	PREP	[IN]	1
dump sentences\V-1293_9_.txt	energy	protein	,	LIST	[,]	2
dump sentences\V-130_6_.txt	inflammation	liver	of the	PREP	[IN, DT]	2
dump sentences\V-1046_7_.txt	lead	prostate cancer	to	PREP	[TO]	4
dump sentences\A-486_7_.txt	erectile dysfunction	depression	,	LIST	[,]	1
dump sentences\V-574_6_.txt	melatonin	can	,	LIST	[,]	2
dump sentences\T-730_10_.txt	heart disease	can	, but	LIST	[,, CC]	2
dump sentences\V-13_12_.txt	smoking	can	, we	LIST	[,, PRP]	1
dump sentences\A-229_9_.txt	turnips	carrots	,	LIST	[,]	1
dump sentences\A-401_1_.txt	saffron	treat	to	PREP	[TO]	2
dump sentences\V-366_7_.txt	healthy diet	physical exercise	,	LIST	[,]	21
dump sentences\A-298_5_.txt	cramped	stressful	,	LIST	[,]	2
dump sentences\T-178_2_.txt	paralysis	myelopathy	,	LIST	[,]	2
dump sentences\A-271_6_.txt	brains	stomachs	,	LIST	[,]	3
dump sentences\V-814_12_.txt	placenta	can	,	LIST	[,]	1
dump sentences\V-458_8_.txt	citrus	herbs	,	LIST	[,]	2
dump sentences\V-267_20_.txt	contamination	water	of	PREP	[IN]	1
dump sentences\V-154_1_.txt	risk	food poisoning	of	PREP	[IN]	7
dump sentences\V-751_13_.txt	beans	arginine	for	PREP	[IN]	1
dump sentences\V-342_24_.txt	women	can	, which	LIST	[,, WDT]	1
dump sentences\V-308_11_.txt	breakfast	insulin	, though, the	AND-CONJ	[,, RB, ,, DT]	1
dump sentences\V-454_4_.txt	legumes	cabbage	,	LIST	[,]	2
dump sentences\V-182_10_.txt	produced	sulfur	by the	PREP	[IN, DT]	1
dump sentences\V-238_9_.txt	drug	can	, you	LIST	[,, PRP]	2
dump sentences\V-1239_3_.txt	ginger ale	ginger	, because	LIST	[,, IN]	2
dump sentences\V-966_11_.txt	soda	milk	or	AND-CONJ	[CC]	1
dump sentences\T-687_8_.txt	animal proteins	dairy	like	IS-A	[IN]	1
dump sentences\A-90_39_.txt	who	animal products	eat a lot of	VP	[VBP, DT, NN, IN]	2
dump sentences\V-294_11_.txt	kidney stones	animal protein	was	IS-A	[VBD]	1
dump sentences\A-327_18_.txt	candy	chicken	,	LIST	[,]	1
dump sentences\V-143_16_.txt	treatment	diet	, a	LIST	[,, DT]	2
dump sentences\T-1464_3_.txt	cadmium	xenoestrogens	,	LIST	[,]	1
dump sentences\V-16_34_.txt	adverse effects	statins	of	PREP	[IN]	1
dump sentences\V-751_12_.txt	barbecue	flavored	-	-COMPOUND	[]	1
dump sentences\T-511_0_.txt	risks	brain parasites	associated with	VP	[VBN, IN]	2
dump sentences\A-75_18_.txt	pregnancy	estrogen	,	LIST	[,]	1
dump sentences\V-15_259_.txt	can	plants	try	VP	[VB]	2
dump sentences\V-208_22_.txt	can	soybean	have	VP	[VB]	1
dump sentences\V-936_2_.txt	symptoms	rickets	of	PREP	[IN]	1
dump sentences\V-1245_6_.txt	raisins	currants	or	AND-CONJ	[CC]	1
dump sentences\T-1350_6_.txt	plant-based diet	vitamin	,	LIST	[,]	4
dump sentences\V-1298_7_.txt	allergies	spirulina	, but	LIST	[,, CC]	1
dump sentences\T-571_1_.txt	can	symptom	be a	VP	[VB, DT]	2
dump sentences\A-448_13_.txt	bacon	bologna	,	LIST	[,]	3
dump sentences\V-85_19_.txt	can	resistant starch	get	VP	[VB]	1
dump sentences\V-1291_3_.txt	apples	oranges	or	AND-CONJ	[CC]	1
dump sentences\V-14_117_.txt	risk	retinopathy	of	PREP	[IN]	2
dump sentences\V-1187_11_.txt	corn	popcorn	or	AND-CONJ	[CC]	1
dump sentences\V-146_3_.txt	colorectal polyps	can	, which	LIST	[,, WDT]	2
dump sentences\T-1391_6_.txt	viruses	meat	to	PREP	[TO]	2
dump sentences\V-1070_5_.txt	pigs	veal	,	LIST	[,]	1
dump sentences\V-619_7_.txt	women	urinary tract infections	with	PREP	[IN]	2
dump sentences\V-184_15_.txt	beet juice	can	, you	LIST	[,, PRP]	3
dump sentences\V-149_5_.txt	plants	nicotine	have	VP	[VBP]	1
dump sentences\V-60_21_.txt	can	anti-inflammatory	have	VP	[VB]	1
dump sentences\T-225_9_.txt	coffee	tea	vs.	CC	[CC]	1
dump sentences\V-783_17_.txt	phytonutrients	plant-based	, the	LIST	[,, DT]	2
dump sentences\V-920_4_.txt	heartbeat	aorta	, our	LIST	[,, PRP$]	1
dump sentences\V-15_333_.txt	disease	lifestyle medicine	with	PREP	[IN]	1
dump sentences\A-327_18_.txt	chicken	bread	, chips,	LIST	[,, NNS, ,]	2
dump sentences\A-463_5_.txt	findings	plant-based diet	do suggest a favorable effect of a	VP	[VBP, VB, DT, JJ, NN, IN, DT]	8
dump sentences\V-255_5_.txt	cocoa	coffee	, or	LIST	[,, CC]	1
dump sentences\V-248_11_.txt	plant-based	can	, we	LIST	[,, PRP]	1
dump sentences\V-238_25_.txt	who	anti-inflammatory	ate lots of	VP	[VBD, NNS, IN]	1
dump sentences\A-205_8_.txt	corn	beans	,	LIST	[,]	2
dump sentences\T-401_7_.txt	choy sum	broccoli	,	LIST	[,]	1
dump sentences\A-316_15_.txt	diarrhea	bloating	or	AND-CONJ	[CC]	1
dump sentences\A-99_27_.txt	eggs	who	for those	PREP	[IN, DT]	1
dump sentences\V-469_23_.txt	meat industry	phytates	adds	VP	[VBZ]	2
dump sentences\T-554_3_.txt	trans fats	endotoxins	,	LIST	[,]	2
dump sentences\V-131_4_.txt	nonalcoholic steatohepatitis	can	, which	LIST	[,, WDT]	2
dump sentences\A-82_26_.txt	children	contaminated	, with	LIST	[,, IN]	1
dump sentences\V-144_8_.txt	pepper	onion	,	LIST	[,]	1
dump sentences\V-129_2_.txt	aloe vera	wheatgrass	, but the	AND-CONJ	[,, CC, DT]	1
dump sentences\T-730_8_.txt	poultry	cooking	,	LIST	[,]	1
dump sentences\V-13_404_.txt	doctor	smoking	stops	VP	[VBZ]	2
dump sentences\T-115_19_.txt	green tea	phytonutrients	, have	LIST	[,, VBP]	2
dump sentences\T-970_4_.txt	high blood pressure	medications	with	PREP	[IN]	4
dump sentences\V-27_19_.txt	treatments	steroids	are so toxic—	VP	[VBP, RB, JJ, :]	1
dump sentences\V-40_22_.txt	who	chickens	kill	VP	[VBP]	1
dump sentences\V-193_22_.txt	fat	sugar	or	AND-CONJ	[CC]	2
dump sentences\V-584_19_.txt	side effects	drug	of the	PREP	[IN, DT]	5
dump sentences\V-97_20_.txt	protein	pesticides	, or	LIST	[,, CC]	1
dump sentences\V-1036_9_.txt	chemicals	fungicides	are used as	VP	[VBP, VBN, IN]	2
dump sentences\A-14_28_.txt	carbs	sugar	,	LIST	[,]	1
dump sentences\A-101_13_.txt	prevention	gout	of	PREP	[IN]	2
dump sentences\V-1171_1_.txt	life	who	, but	LIST	[,, CC]	1
dump sentences\V-277_30_.txt	music	affect	of your choice—does it	PREP	[IN, PRP$, NN, :, VBZ, PRP]	1
dump sentences\T-568_2_.txt	saffron	turmeric	,	LIST	[,]	1
dump sentences\V-101_285_.txt	screenings	milk	of the	PREP	[IN, DT]	1
dump sentences\V-447_22_.txt	allergies	tick bites	triggered by	VP	[VBN, IN]	2
dump sentences\V-767_2_.txt	death	nut	associated with	VP	[VBN, IN]	1
dump sentences\V-387_3_.txt	beans	can	so pretty.As you	PREP	[IN, NNS, PRP]	1
dump sentences\V-1192_0_.txt	pregnant women	peanuts	should avoid	VP	[MD, VB]	2
dump sentences\V-231_19_.txt	doctors	high blood pressure	with is	PREP	[IN, VBZ]	1
dump sentences\A-57_29_.txt	eggs	salt	,	LIST	[,]	2
dump sentences\V-848_3_.txt	cigarette smoking	cigar smoking	,	LIST	[,]	2
dump sentences\V-1270_11_.txt	supplements	lifespan	decrease your	VP	[VB, PRP$]	2
dump sentences\V-1295_1_.txt	fungicides	insecticides	,	LIST	[,]	1
dump sentences\A-153_17_.txt	phytonutrients	resveratrol	like	IS-A	[IN]	1
dump sentences\V-705_3_.txt	fish	dairy	,	LIST	[,]	10
dump sentences\V-1300_17_.txt	zinc	copper	,	LIST	[,]	1
dump sentences\A-173_10_.txt	contaminated	cancer	with the	PREP	[IN, DT]	2
dump sentences\V-1221_1_.txt	sugar	corn syrup	, the	LIST	[,, DT]	2
dump sentences\A-96_6_.txt	folk remedy	diabetes	for	PREP	[IN]	1
dump sentences\T-27_1_.txt	chicken	bacon	,	LIST	[,]	3
dump sentences\V-47_16_.txt	risk	metastases	of	PREP	[IN]	1
dump sentences\V-967_2_.txt	shelf life	cheese	of	PREP	[IN]	2
dump sentences\V-827_9_.txt	cheese fly	aid	to	PREP	[TO]	1
dump sentences\T-1834_1_.txt	gargling	iodine	with	PREP	[IN]	3
dump sentences\V-14_153_.txt	who	books	sold lots of	VP	[VBD, NNS, IN]	1
dump sentences\T-1576_10_.txt	coffee	apples	,	LIST	[,]	3
dump sentences\A-201_5_.txt	sudden death	heart attack	,	LIST	[,]	5
dump sentences\V-806_1_.txt	garlic	can	, that	LIST	[,, WDT]	1
dump sentences\T-1090_6_.txt	legumes	lentils	like	IS-A	[IN]	1
dump sentences\V-749_11_.txt	plants	fiber	have	VP	[VBP]	4
dump sentences\T-181_1_.txt	blood pressure	contaminate	,	LIST	[,]	1
dump sentences\A-267_31_.txt	plant	mushroom	or	AND-CONJ	[CC]	1
dump sentences\V-15_157_.txt	variety	plant-based diets	of	PREP	[IN]	12
dump sentences\A-279_16_.txt	pre-diabetes	diabetes	or	AND-CONJ	[CC]	1
dump sentences\V-1068_5_.txt	brains	fish	to	PREP	[TO]	1
dump sentences\V-392_7_.txt	who	turmeric	use	VP	[VBP]	2
dump sentences\V-548_4_.txt	can	oxidation	be thought of as the	VP	[VB, VBN, IN, IN, DT]	2
dump sentences\T-339_7_.txt	anthocyanins	phytonutrient	, a	LIST	[,, DT]	1
dump sentences\V-405_4_.txt	wheat	barley	,	LIST	[,]	2
dump sentences\V-331_0_.txt	salsa	ketchup	has replaced	VP	[VBZ, VBN]	2
dump sentences\V-404_0_.txt	headache	fatigue	,	LIST	[,]	4
dump sentences\A-54_9_.txt	adverse effects	aspartame	of	PREP	[IN]	3
dump sentences\V-309_10_.txt	peppermint oil	alcohol	plus	CC	[CC]	2
dump sentences\V-90_18_.txt	dried fruit	canned	to	PREP	[TO]	2
dump sentences\V-1257_2_.txt	breast milk	vegetarians	of	PREP	[IN]	2
dump sentences\V-890_0_.txt	supplement	cyanocobalamin	of	PREP	[IN]	2
dump sentences\A-263_1_.txt	eye	painful	, such as	AND-CONJ	[,, JJ, IN]	1
dump sentences\V-760_9_.txt	saturated animal fat	blood	, our	LIST	[,, PRP$]	4
dump sentences\V-101_323_.txt	cigarettes	children	for	PREP	[IN]	1
dump sentences\V-672_8_.txt	leading	chronic inflammation	to	PREP	[TO]	9
dump sentences\A-336_1_.txt	cellulite	orange	, is the	AND-CONJ	[,, VBZ, DT]	1
dump sentences\A-256_28_.txt	choline	dietary	to the list of	PREP	[TO, DT, NN, IN]	1
dump sentences\T-884_3_.txt	processed meat	risk	to lower the	PREP	[TO, VB, DT]	2
dump sentences\V-9_16_.txt	can	cancer cells	cause	INFLUENCE	[VB]	6
dump sentences\T-1347_1_.txt	broccoli	green tea	,	LIST	[,]	4
dump sentences\A-157_22_.txt	blood	egg	of	PREP	[IN]	1
dump sentences\V-309_2_.txt	nausea	ginger	with	PREP	[IN]	2
dump sentences\A-431_4_.txt	woman	basal cell nevus syndrome	with	PREP	[IN]	1
dump sentences\A-354_0_.txt	immune function	arthritis	,	LIST	[,]	1
dump sentences\A-448_13_.txt	bologna	ham	,	LIST	[,]	3
dump sentences\V-549_11_.txt	cancer	methionine	do with the	VP	[VBP, IN, DT]	3
dump sentences\V-212_31_.txt	cholesterol	oxidized	gets	VP	[VBZ]	1
dump sentences\V-580_17_.txt	gut bacteria	fiber	do with	VP	[VBP, IN]	4
dump sentences\T-1911_18_.txt	tumors	amino acid	of the	PREP	[IN, DT]	1
dump sentences\A-63_12_.txt	tomato juice	ketchup	, sauce, or	AND-CONJ	[,, NN, ,, CC]	2
dump sentences\V-342_24_.txt	down	mint tea	with	PREP	[IN]	2
dump sentences\T-437_0_.txt	pancreatic cancer	prostate cancer	,	LIST	[,]	32
dump sentences\V-1069_21_.txt	inflammation	skin cancers	,	LIST	[,]	4
dump sentences\T-356_5_.txt	risk	urinary tract infections	of	PREP	[IN]	4
dump sentences\V-268_7_.txt	sexual dysfunction	drugs	caused by these three	INFLUENCE	[VBN, IN, DT, CD]	1
dump sentences\V-58_13_.txt	cardiovascular disease	liver	,	LIST	[,]	3
dump sentences\V-588_7_.txt	product	uranium	of	PREP	[IN]	2
dump sentences\V-871_7_.txt	stomach	nitrosamine	to block	PREP	[TO, VB]	1
dump sentences\T-1326_3_.txt	homeopathy	stevia	,	LIST	[,]	1
dump sentences\V-397_14_.txt	smoking	egg	to	PREP	[TO]	1
dump sentences\V-461_4_.txt	diets	over	have shifted	VP	[VBP, VBN]	1
dump sentences\V-381_0_.txt	risk	asthma	of	PREP	[IN]	2
dump sentences\T-1706_3_.txt	lead	overeating	to	PREP	[TO]	2
dump sentences\V-153_1_.txt	apple juice	apples	,	LIST	[,]	5
dump sentences\V-1165_3_.txt	contaminated	digestive tract	by these ruptures of the	PREP	[IN, DT, NNS, IN, DT]	2
dump sentences\V-947_3_.txt	babies	sugar	full of	ADJ	[JJ, IN]	1
dump sentences\V-47_46_.txt	risk	ulcers	of	PREP	[IN]	1
dump sentences\A-162_10_.txt	candies	lead	with	PREP	[IN]	1
dump sentences\T-120_3_.txt	stress	antioxidant	, as	LIST	[,, IN]	1
dump sentences\V-1141_3_.txt	lifespan	heart attack	,	LIST	[,]	1
dump sentences\V-290_10_.txt	who	rice diet	 started the	VP	[VBD, DT]	2
dump sentences\T-1012_0_.txt	vegans	risk	, are at	AND-CONJ	[,, VBP, IN]	1
dump sentences\T-936_5_.txt	gout	high blood pressure	,	LIST	[,]	2
dump sentences\A-321_4_.txt	cancer cells	free radicals	with	PREP	[IN]	2
dump sentences\V-580_2_.txt	pasta	potatoes	, or	LIST	[,, CC]	3
dump sentences\T-3_4_.txt	prevention	aortic aneurysms	of	PREP	[IN]	1
dump sentences\T-257_7_.txt	market	high blood pressure	,	LIST	[,]	2
dump sentences\A-480_5_.txt	diverticulosis	fiber	is a	VP	[VBZ, DT]	1
dump sentences\V-425_3_.txt	can	beta carotene	decrease their	VP	[VB, PRP$]	2
dump sentences\A-83_19_.txt	kids	pregnant women	or	AND-CONJ	[CC]	4
dump sentences\T-1219_9_.txt	lignans	gut flora	by our	PREP	[IN, PRP$]	4
dump sentences\V-176_33_.txt	milk	antibody	developed	VP	[VBD]	1
dump sentences\A-236_4_.txt	who	mercury	had high body levels of	VP	[VBD, JJ, NN, NNS, IN]	2
dump sentences\T-1756_8_.txt	stomachs	can	, which	LIST	[,, WDT]	1
dump sentences\V-42_20_.txt	surgery	can	, they	LIST	[,, PRP]	1
dump sentences\V-231_9_.txt	down	sodium	to the	PREP	[TO, DT]	1
dump sentences\V-16_24_.txt	cholesterol	risk	reduces your	VP	[VBZ, PRP$]	1
dump sentences\V-315_5_.txt	whole wheat	brown rice	,	LIST	[,]	6
dump sentences\A-468_2_.txt	organization	hormone	devoted to	ADJ	[JJ, TO]	1
dump sentences\T-1681_5_.txt	medications	health	used for these	VP	[VBN, IN, DT]	1
dump sentences\V-840_2_.txt	poultry	risk	is a	VP	[VBZ, DT]	1
dump sentences\T-606_1_.txt	aging	plant-based diets	,	LIST	[,]	4
dump sentences\A-448_13_.txt	salami	risk	as a	PREP	[IN, DT]	1
dump sentences\T-1175_20_.txt	anabolic steroids	drug residues	,	LIST	[,]	5
dump sentences\A-57_29_.txt	tea	eggs	,	LIST	[,]	1
dump sentences\V-458_16_.txt	allergies	apple	, so	LIST	[,, RB]	1
dump sentences\T-112_1_.txt	heart disease	non-alcoholic fatty liver disease	,	LIST	[,]	5
dump sentences\V-876_1_.txt	prostate cancer	thyroid cancer	,	LIST	[,]	2
dump sentences\V-1233_12_.txt	can	liver	eat the	VP	[VB, DT]	1
dump sentences\T-1573_12_.txt	tomatoes	oranges	or	AND-CONJ	[CC]	1
dump sentences\A-398_3_.txt	cans	bamboo shoots	of	PREP	[IN]	2
dump sentences\V-333_11_.txt	autoimmune diseases	cancer	,	LIST	[,]	74
dump sentences\V-13_108_.txt	diseases	heart disease	is	IS-A	[VBZ]	1
dump sentences\T-120_10_.txt	black beans	pinto beans	,	LIST	[,]	2
dump sentences\A-25_15_.txt	who	plants	eat a lot of	VP	[VBP, DT, NN, IN]	2
dump sentences\V-941_1_.txt	cranberry cocktail	grape juice	,	LIST	[,]	2
dump sentences\T-1783_18_.txt	pills	creatine	,	LIST	[,]	1
dump sentences\A-469_25_.txt	who	lactose	are	VP	[VBP]	1
dump sentences\V-266_34_.txt	can	down	drop	VP	[VB]	1
dump sentences\V-1300_2_.txt	flax seeds	diet	 to our	PREP	[TO, PRP$]	2
dump sentences\V-513_18_.txt	smoke	air pollution	,	LIST	[,]	1
dump sentences\T-1914_18_.txt	dementia	abdominal aortic aneurysm	,	LIST	[,]	1
dump sentences\V-839_9_.txt	chocolate	dyed	,	LIST	[,]	1
dump sentences\V-13_162_.txt	heart attack	death	,	LIST	[,]	2
dump sentences\T-770_9_.txt	contaminated	mercury	with	PREP	[IN]	9
dump sentences\T-590_8_.txt	garlic	green tea	,	LIST	[,]	3
dump sentences\A-213_29_.txt	dates	pumpkin	,	LIST	[,]	2
dump sentences\T-992_6_.txt	contamination	pesticides	with	PREP	[IN]	1
dump sentences\T-1184_8_.txt	plants	grapefruit	, like	LIST	[,, IN]	1
dump sentences\V-310_20_.txt	tofu	cholesterol	, their	LIST	[,, PRP$]	2
dump sentences\T-1728_2_.txt	risks	depression	of	PREP	[IN]	9
dump sentences\V-355_14_.txt	carbohydrates	carbohydrate	, double their	AND-CONJ	[,, VB, PRP$]	1
dump sentences\T-120_10_.txt	beets	berries	,	LIST	[,]	1
dump sentences\V-130_6_.txt	headaches	rash	,	LIST	[,]	2
dump sentences\T-430_4_.txt	can	internal bleeding	cause	INFLUENCE	[VB]	1
dump sentences\V-541_8_.txt	cholesterol	down	would go	VP	[MD, VB]	2
dump sentences\V-297_29_.txt	can	pesticides	do for the	VP	[VB, IN, DT]	1
dump sentences\T-571_6_.txt	turmeric	saffron	,	LIST	[,]	1
dump sentences\V-944_0_.txt	bison	veal	,	LIST	[,]	1
dump sentences\A-374_9_.txt	bananas	broccoli	,	LIST	[,]	2
dump sentences\A-224_9_.txt	pasta	tomato sauce	,	LIST	[,]	4
dump sentences\V-121_14_.txt	living	diet	with a	PREP	[IN, DT]	1
dump sentences\A-450_14_.txt	birds	industrial carcinogens	,	LIST	[,]	1
dump sentences\V-602_7_.txt	cancers	prostate cancer	, like	LIST	[,, IN]	2
dump sentences\T-1126_4_.txt	phytonutrients	fat	are	VP	[VBP]	2
dump sentences\V-874_2_.txt	hot dogs	foie gras	,	LIST	[,]	2
dump sentences\V-321_16_.txt	heart attack	prevent	,	LIST	[,]	2
dump sentences\V-13_39_.txt	prostate cancer	chemo	without	PREP	[IN]	4
dump sentences\A-298_4_.txt	agriculture	treat	to	PREP	[TO]	2
dump sentences\V-1026_1_.txt	vegetables	cancer	reduce	VP	[VBP]	1
dump sentences\T-151_13_.txt	intestinal flora	microbiome	, the	LIST	[,, DT]	2
dump sentences\A-451_3_.txt	bladder	mouth	, breast,	LIST	[,, NN, ,]	1
dump sentences\A-165_1_.txt	cancers	esophageal cancer	,	LIST	[,]	2
dump sentences\V-120_32_.txt	health	medical	to take the	PREP	[TO, VB, DT]	1
dump sentences\V-906_9_.txt	drugs	candy	like	IS-A	[IN]	1
dump sentences\V-14_186_.txt	plant foods	whole grains	, Not just	AND-CONJ	[,, RB, RB]	1
dump sentences\T-327_1_.txt	cooked	hamburger	,	LIST	[,]	1
dump sentences\T-576_1_.txt	flaxseeds	green tea	,	LIST	[,]	4
dump sentences\V-296_2_.txt	who	organic	 buy	VP	[VBP]	1
dump sentences\T-45_8_.txt	alcohol	smell	, the	LIST	[,, DT]	1
dump sentences\T-1345_0_.txt	inflammation	arthritis	, help for	AND-CONJ	[,, NN, IN]	1
dump sentences\A-369_1_.txt	frying	grilling	or	AND-CONJ	[CC]	1
dump sentences\V-285_28_.txt	can	physicians	help	VP	[VB]	1
dump sentences\V-762_0_.txt	animal foods	tryptophan	to boost	PREP	[TO, VB]	1
dump sentences\A-415_21_.txt	energy	calorie	as the	PREP	[IN, DT]	2
dump sentences\A-485_25_.txt	pus	cooked	gets	VP	[VBZ]	1
dump sentences\V-779_5_.txt	algae	mustard oil	,	LIST	[,]	1
dump sentences\T-851_4_.txt	beans	asparagus	,	LIST	[,]	1
dump sentences\V-15_293_.txt	salmonella	campylobacter	,	LIST	[,]	3
dump sentences\T-670_1_.txt	testosterone	endocrine disrupting chemicals	levels.Specific types of	ADJ	[JJ, NNS, IN]	1
dump sentences\V-703_4_.txt	children	healthy diet	eat a	VP	[VBP, DT]	2
dump sentences\T-1961_7_.txt	dates	diet	to your	PREP	[TO, PRP$]	1
dump sentences\T-576_0_.txt	arsenic	dioxins	, BPA,	LIST	[,, NNP, ,]	1
dump sentences\A-16_37_.txt	depressed	treatment	after	PREP	[IN]	1
